first,last,pos,value,id,OBP,SLG,R,HR,RBI,SB,G,AB,H,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,years played,weight,height
Andrew,McCutchen,OF,23.4417058258,mccutan01,0.40145985401459855,0.4876325088339223,91,23,96,11,157,566,165,36,3,5,98,133,12,12,0,9,9,29,6,200,70
Casey,McGehee,3B,1.96910781181,mcgehca01,0.2753623188405797,0.2992125984251969,7,2,11,0,49,127,27,5,0,1,11,28,0,0,0,0,15,33,7,220,73
Casey,McGehee,3B,0.554095916814,mcgehca01,0.25,0.24545454545454545,7,0,9,1,60,110,20,7,0,0,10,22,0,0,0,0,3,33,7,220,73
Dustin,McGowan,P,0.0,mcgowdu01,0.0,0.0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,33,10,240,75
Michael,McKenry,C,4.40888873749,mckenmi01,0.32894736842105265,0.4015748031496063,20,4,17,2,58,127,26,7,3,2,22,41,0,2,0,1,2,30,5,205,70
Andrew,McKirahan,P,0.0,mckiran01,0.0,0.0,0,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,25,0,195,74
Jordy,Mercer,SS,4.80394818224,mercejo03,0.2934272300469484,0.3197969543147208,34,3,34,3,116,394,96,21,0,2,27,73,7,2,4,3,7,29,3,205,75
Devin,Mesoraco,C,0.160163625132,mesorde01,0.27450980392156865,0.24444444444444444,2,0,2,1,23,45,8,1,1,0,5,9,0,1,0,0,0,27,4,220,73
Will,Middlebrooks,SS,8.18101244786,middlwi01,0.24074074074074073,0.3607843137254902,23,9,29,2,83,255,54,7,2,1,11,60,0,0,0,4,4,27,3,220,75
Justin,Miller,P,0.0,milleju02,0.0,0.0,0,0,0,0,34,2,0,0,0,0,0,2,0,0,1,0,0,28,1,215,75
Shelby,Miller,P,0.0797585601707,millesh01,0.11666666666666667,0.08928571428571429,1,0,0,0,33,56,3,2,0,0,4,29,0,0,11,0,0,25,3,215,75
Yadier,Molina,C,5.51149311553,molinya01,0.31001890359168244,0.35040983606557374,34,4,61,3,136,488,132,23,2,1,32,59,3,0,1,9,16,33,11,220,71
Johnny,Monell,C,0.396153612798,moneljo01,0.23076923076923078,0.20833333333333334,5,0,4,0,27,48,8,2,0,0,4,13,0,0,0,0,5,29,2,210,72
Miguel,Montero,C,13.449382313,montemi01,0.34491315136476425,0.4092219020172911,36,15,53,1,113,347,86,11,0,1,49,103,5,4,0,3,9,32,9,210,71
Rafael,Montero,P,0.0,montera01,0.0,0.0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,25,1,185,72
Tyler,Moore,OF,5.35017929372,moorety01,0.25,0.36363636363636365,14,6,27,0,97,187,38,12,0,0,11,45,2,1,0,1,2,28,3,220,74
Brent,Morel,3B,0.0830245662776,morelbr01,0.2857142857142857,0.42857142857142855,1,0,1,0,3,7,2,1,0,0,0,3,0,0,0,0,0,28,5,230,74
Adam,Morgan,P,0.158723432523,morgaad01,0.07692307692307693,0.11538461538461539,2,0,1,0,15,26,2,1,0,0,0,12,0,0,1,0,0,25,0,195,73
Justin,Morneau,1B,3.62340293122,morneju01,0.3626373626373626,0.4583333333333333,19,3,15,0,49,168,52,10,3,0,13,25,2,1,0,0,2,34,12,220,76
Brandon,Morrow,P,0.000148440866699,morrobr01,0.1,0.0,0,0,0,0,5,9,0,0,0,0,1,8,0,0,0,0,0,31,8,210,75
Mike,Morse,OF,3.4625150968,morsemi01,0.27586206896551724,0.3125,8,4,12,0,53,160,34,4,0,0,12,55,0,2,0,0,6,33,10,245,77
Mike,Morse,OF,1.18405651651,morsemi01,0.3902439024390244,0.391304347826087,6,1,7,0,45,69,19,3,1,0,11,21,0,2,0,0,4,33,10,245,77
Charlie,Morton,P,0.000327086171731,mortoch02,0.05405405405405406,0.027777777777777776,0,0,1,0,23,36,1,0,0,0,1,18,0,0,6,0,0,32,7,235,77
Jon,Moscot,P,0.00259273295541,moscojo01,0.25,0.25,0,0,0,0,3,4,1,0,0,0,0,2,0,0,0,0,0,24,0,210,76
Brandon,Moss,OF,3.69985096797,mossbr01,0.3443708609271523,0.4090909090909091,11,4,8,0,51,132,33,7,1,1,17,42,2,2,0,0,3,32,8,210,72
Daniel,Muno,3B,0.159612604825,munoda01,0.25806451612903225,0.18518518518518517,2,0,0,1,17,27,4,1,0,0,4,11,0,0,1,0,1,26,0,195,71
Daniel,Murphy,3B,14.3182907596,murphda08,0.3215613382899628,0.44889779559118237,56,14,73,2,130,499,140,38,2,2,31,38,10,2,0,6,15,30,7,215,73
Tom,Murphy,C,2.52102340057,murphto04,0.3333333333333333,0.5428571428571428,5,3,9,0,11,35,9,1,0,0,4,10,1,0,0,0,0,24,0,220,73
Wil,Myers,OF,8.81395398034,myerswi01,0.3359683794466403,0.4266666666666667,40,8,29,5,60,225,57,13,1,2,27,55,0,1,0,0,2,25,2,205,75
Chris,Narveson,P,0.0787919395922,narvech01,0.0,0.0,1,0,1,0,15,6,0,0,0,0,0,4,0,0,1,0,0,34,9,205,75
Kristopher,Negron,OF,0.395746438782,negrokr01,0.23809523809523808,0.16129032258064516,5,0,2,2,43,93,13,2,0,0,9,23,0,3,2,0,2,29,3,190,72
Jimmy,Nelson,P,0.0801085027134,nelsoji02,0.125,0.12727272727272726,1,0,2,0,30,55,6,1,0,0,1,34,0,0,3,0,0,26,2,245,78
Hector,Neris,P,0.0,nerishe01,0.0,0.0,0,0,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,26,1,215,74
Juan,Nicasio,P,0.0,nicasju01,0.0,0.0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,29,4,250,76
Justin,Nicolino,P,0.000414837272866,nicolju01,0.04,0.04,0,0,0,0,13,25,1,0,0,0,0,8,0,0,2,0,0,24,0,190,75
Jonathon,Niese,P,0.396033236324,niesejo01,0.24561403508771928,0.19230769230769232,5,0,4,0,33,52,9,1,0,0,5,18,0,0,3,0,0,29,7,220,75
Kirk,Nieuwenhuis,OF,0.237730649222,nieuwki01,0.125,0.13157894736842105,3,0,2,2,27,38,3,2,0,0,2,17,0,0,0,0,0,28,3,225,75
Kirk,Nieuwenhuis,OF,3.93758598702,nieuwki01,0.36363636363636365,0.5588235294117647,14,4,11,0,37,68,19,7,0,1,6,23,0,3,0,0,2,28,3,225,75
Wil,Nieves,1B,0.788986575173,nievewi01,0.14285714285714285,0.3076923076923077,1,1,4,0,6,13,1,0,0,0,1,4,0,0,0,0,0,38,13,190,71
Aaron,Nola,P,0.000958292227258,nolaaa01,0.125,0.08695652173913043,0,0,1,0,13,23,2,0,0,0,1,16,0,0,2,0,0,22,0,195,73
Nick,Noonan,SS,0.867503140236,noonani01,0.16666666666666666,0.2727272727272727,2,1,3,0,14,22,2,1,0,0,2,8,0,0,0,0,1,26,2,175,73
Derek,Norris,1B,15.026993918,norride01,0.3052064631956912,0.40388349514563104,65,14,62,4,147,515,129,33,2,1,35,131,1,6,0,1,5,26,3,210,72
Vidal,Nuno,P,0.0,nunovi01,0.0,0.0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,28,2,210,71
Peter,O'Brien,OF,0.793891624832,obriepe04,0.5,0.8,1,1,3,0,8,10,4,1,0,0,2,5,0,0,0,0,0,25,0,235,76
Hector,Olivera,3B,1.733724566,olivehe01,0.3103448275862069,0.4050632911392405,4,2,11,0,24,79,20,4,1,0,5,12,0,2,0,1,2,30,0,220,74
Mike,Olt,3B,0.789280702985,oltmi01,0.1875,0.3333333333333333,1,1,1,0,6,15,2,0,0,0,0,6,0,1,0,0,0,27,3,210,74
Josh,Osich,P,0.0,osichjo01,0.0,0.0,0,0,0,0,35,1,0,0,0,0,0,1,0,0,2,0,0,27,0,230,74
Sean,O'Sullivan,P,0.159128916039,osullse01,0.14285714285714285,0.15,2,0,0,0,13,20,2,1,0,0,1,10,0,0,2,0,0,28,6,255,73
Chris,Owings,SS,7.48097409007,owingch01,0.26422018348623855,0.32233009708737864,59,4,43,16,147,515,117,27,5,4,26,144,3,1,7,3,9,24,2,190,70
Marcell,Ozuna,OF,10.7795679944,ozunama01,0.3076923076923077,0.38344226579520696,47,10,44,2,123,459,119,27,0,3,30,110,1,3,0,2,10,25,2,225,73
Jordan,Pacheco,3B,2.04828901878,pachejo01,0.3333333333333333,0.3333333333333333,8,2,8,1,29,66,16,0,0,0,9,14,0,1,0,2,6,29,4,200,73
Angel,Pagan,OF,6.45870197055,paganan01,0.3030852994555354,0.33203125,55,3,37,12,133,512,134,21,3,4,32,93,0,1,0,6,12,34,9,200,74
Joe,Panik,2B,10.311318869,panikjo01,0.3776223776223776,0.45549738219895286,59,8,37,3,100,382,119,27,2,2,38,42,0,5,3,4,7,25,1,190,73
Jarrett,Parker,OF,5.11751590067,parkeja03,0.4074074074074074,0.7551020408163265,11,6,14,1,21,49,17,2,0,1,5,21,0,0,0,0,1,26,0,210,76
Kyle,Parker,OF,2.91276208339,parkeky01,0.22321428571428573,0.3113207547169811,10,3,11,1,46,106,19,3,1,0,6,37,0,0,0,0,2,26,1,205,72
Gerardo,Parra,OF,10.5463488505,parrage01,0.36857142857142855,0.5170278637770898,53,9,31,9,100,323,106,24,5,3,20,57,2,3,1,4,7,28,6,210,71
Ben,Paulsen,OF,11.0935774105,paulsbe01,0.32577903682719545,0.46153846153846156,42,11,49,1,116,325,90,19,4,2,23,92,0,2,1,3,5,28,1,210,76
Jake,Peavy,P,1.10449108795,peavyja01,0.21621621621621623,0.3333333333333333,5,1,3,0,19,36,7,2,0,0,1,17,0,0,4,0,0,34,13,195,73
Joc,Pederson,OF,23.671731816,pederjo01,0.346483704974271,0.4166666666666667,67,26,54,4,151,480,101,19,1,7,92,170,6,9,2,2,5,23,1,215,73
Ariel,Pena,P,0.0,penaar01,0.0,0.0,0,0,0,0,6,7,0,0,0,0,0,6,0,0,0,0,0,26,0,250,75
Brayan,Pena,1B,1.3428412472,penabr01,0.33424657534246577,0.32432432432432434,17,0,18,2,108,333,91,17,0,0,29,34,1,2,2,1,10,33,10,240,69
Hunter,Pence,OF,8.733728553,pencehu01,0.3273542600896861,0.4782608695652174,30,9,40,4,52,207,57,13,1,1,16,48,0,0,0,0,8,32,8,220,76
Cliff,Pennington,OF,1.8920944448,pennicl01,0.3137254901960784,0.2814814814814815,15,1,10,3,72,135,32,3,0,0,16,29,2,0,4,2,4,31,7,195,70
David,Peralta,OF,16.8347156559,peralda01,0.3713733075435203,0.5216450216450217,61,17,78,9,149,462,144,26,10,4,44,107,2,4,0,7,7,28,1,215,73
Jhonny,Peralta,SS,17.0700537804,peraljh01,0.334375,0.4110535405872193,64,17,71,1,155,579,159,26,1,4,50,111,6,5,0,6,23,33,12,215,74
Joel,Peralta,P,0.0,peraljo01,0.0,0.0,0,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,39,10,210,70
Wily,Peralta,P,0.0792680853539,peralwi01,0.12121212121212122,0.03333333333333333,1,0,1,0,20,30,1,0,0,0,3,15,0,0,4,0,0,26,3,245,73
Jose,Peraza,OF,0.239574451038,perazjo01,0.25,0.3181818181818182,3,0,1,3,7,22,4,1,1,0,2,2,1,0,1,0,0,21,0,180,72
Eury,Perez,OF,0.791098752581,perezeu01,0.33076923076923076,0.3025210084033613,10,0,5,3,47,119,32,4,0,1,7,23,1,4,3,0,3,25,3,190,72
Hernan,Perez,SS,1.73520588764,perezhe01,0.28085106382978725,0.3652173913043478,13,1,21,4,90,230,62,15,2,1,4,48,1,0,3,1,4,24,3,185,73
Juan,Perez,OF,0.397595054514,perezju02,0.3,0.358974358974359,5,0,2,1,22,39,11,3,0,0,1,6,0,0,0,0,1,29,2,185,71
Williams,Perez,P,0.158416551994,perezwi01,0.13333333333333333,0.07142857142857142,2,0,0,0,23,28,2,0,0,0,2,13,0,0,4,0,0,24,0,230,73
Jace,Peterson,2B,8.58049070696,peterja01,0.3135593220338983,0.3352272727272727,55,6,52,12,152,528,126,23,5,10,56,120,4,3,7,3,5,25,1,210,72
Shane,Peterson,OF,3.15153964625,petersh01,0.32432432432432434,0.35323383084577115,22,2,16,0,93,201,52,7,3,1,20,55,1,0,3,1,3,27,2,210,72
Yusmeiro,Petit,P,0.0787919395922,petityu01,0.0,0.0,1,0,0,0,42,9,0,0,0,0,0,3,0,0,1,0,0,31,9,250,73
Tommy,Pham,OF,5.74717041941,phamth01,0.3468208092485549,0.477124183006536,28,5,18,2,52,153,41,7,5,0,19,41,1,0,0,1,1,27,1,175,73
David,Phelps,P,0.00125753169331,phelpda01,0.14285714285714285,0.11764705882352941,0,0,0,0,23,34,4,0,0,0,0,16,0,1,5,0,0,29,3,200,74
Brandon,Phillips,SS,13.9276160755,phillbr01,0.3279742765273312,0.3945578231292517,69,12,70,23,148,588,173,19,2,3,27,68,1,4,1,3,13,34,13,210,72
A. J.,Pierzynski,C,9.3636529344,pierzaj01,0.3394495412844037,0.42997542997543,38,9,49,0,113,407,122,24,1,2,19,37,2,7,0,3,19,39,17,235,75
Stephen,Piscotty,OF,7.24062359642,piscost01,0.359375,0.49356223175965663,29,7,39,2,63,233,71,15,4,1,20,56,2,1,0,2,7,24,0,210,75
Kevin,Plawecki,C,3.54304719659,plaweke01,0.2801556420233463,0.296137339055794,18,3,21,0,73,233,51,9,0,0,17,60,4,4,1,3,4,24,0,225,74
Gregory,Polanco,OF,12.9088263981,polangr01,0.3195084485407066,0.3811129848229342,83,9,52,27,153,593,152,35,6,10,55,121,6,1,1,2,5,24,1,230,77
A. J.,Pollock,OF,22.8958367138,polloaj01,0.36701337295690933,0.4975369458128079,111,20,76,39,157,609,192,39,6,7,53,89,0,2,0,9,19,28,3,195,73
Buster,Posey,1B,19.2730628435,poseybu01,0.37881219903691815,0.4703770197486535,74,19,95,2,150,557,177,28,0,0,56,52,10,3,0,7,17,28,6,215,73
Martin,Prado,3B,10.4664185104,pradoma01,0.3381818181818182,0.394,52,9,63,1,129,500,144,22,2,0,37,68,4,5,1,8,9,32,9,190,73
Yasiel,Puig,OF,10.1478424125,puigya01,0.3215434083601286,0.43617021276595747,30,11,38,3,79,282,72,12,3,3,26,66,1,2,0,1,1,25,2,255,74
Aramis,Ramirez,3B,9.75378899469,ramirar01,0.2947019867549669,0.43010752688172044,25,11,42,1,81,279,69,18,0,0,16,42,3,4,0,3,12,37,17,205,73
Aramis,Ramirez,3B,5.66586091397,ramirar01,0.29906542056074764,0.413265306122449,18,6,33,0,56,196,48,13,1,0,15,26,0,1,0,2,11,37,17,205,73
Wilson,Ramos,C,13.8427567821,ramoswi01,0.25793650793650796,0.35789473684210527,41,15,68,0,128,475,109,16,0,0,21,101,2,0,0,8,16,28,5,230,72
Robbie,Ray,P,0.00129030060063,rayro02,0.0967741935483871,0.12903225806451613,0,0,0,0,23,31,3,1,0,0,0,14,0,0,5,0,0,24,1,195,74
Colin,Rea,P,0.160991376169,reaco01,0.3,0.3333333333333333,2,0,0,0,7,9,2,1,0,0,1,4,0,0,2,0,0,25,0,220,77
J. T.,Realmuto,C,10.9373246979,realmjt01,0.28969957081545067,0.40589569160997735,49,10,47,8,126,441,114,21,7,4,19,70,2,2,1,4,11,24,1,205,73
Anthony,Recker,3B,1.88949151578,reckean01,0.2391304347826087,0.2125,6,2,5,1,32,80,10,1,0,0,11,35,2,1,0,0,1,32,4,240,74
Addison,Reed,P,0.0,reedad01,0.0,0.0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,27,4,230,76
Michael,Reed,OF,0.162521943651,reedmi02,0.3333333333333333,0.5,2,0,0,0,7,6,2,1,0,0,0,3,0,0,0,0,0,23,0,190,72
Anthony,Rendon,3B,6.92803371451,rendoan01,0.3436619718309859,0.3633440514469453,43,5,25,1,80,311,82,16,0,2,36,70,0,4,0,4,8,25,2,210,73
Ben,Revere,OF,4.57187576331,reverbe01,0.33419689119170987,0.3743169398907104,49,1,26,24,96,366,109,13,6,5,19,36,0,1,2,0,4,27,5,170,69
Jose,Reyes,SS,3.78007608316,reyesjo01,0.29064039408866993,0.36787564766839376,21,3,19,8,47,193,50,8,2,4,9,24,0,0,5,1,3,32,12,195,72
Mark,Reynolds,OF,11.9559486093,reynoma01,0.3148148148148148,0.39790575916230364,35,13,48,2,140,382,88,21,2,3,44,121,2,4,0,2,10,32,8,220,74
Clayton,Richard,P,0.0816278279412,richacl01,0.2,0.2857142857142857,1,0,3,0,23,14,2,2,0,0,1,6,0,0,0,0,0,32,7,245,77
Andre,Rienzo,P,0.0,rienzan01,0.0,0.0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,27,2,190,75
Yadiel,Rivera,SS,0.000740780844404,riverya01,0.07142857142857142,0.07142857142857142,0,0,0,0,7,14,1,0,0,0,0,4,0,0,1,0,0,23,0,180,75
Anthony,Rizzo,1B,29.3362617285,rizzoan01,0.38659058487874465,0.5119453924914675,94,31,101,17,160,586,163,38,3,6,78,105,9,30,0,7,9,26,4,240,75
Donn,Roach,P,0.0103709318217,roachdo01,1.0,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,26,1,195,72
Tanner,Roark,P,0.0813707434965,roarkta01,0.18518518518518517,0.25925925925925924,1,0,0,0,40,27,5,2,0,0,0,9,0,0,2,0,0,29,2,235,74
Clint,Robinson,OF,10.5436267424,robincl01,0.35795454545454547,0.42394822006472493,44,10,34,0,126,309,84,15,1,0,37,52,4,5,0,1,6,30,3,245,77
Sean,Rodriguez,OF,4.80242186734,rodrise01,0.28085106382978725,0.36160714285714285,25,4,17,2,139,224,55,12,1,2,5,63,0,6,5,0,9,30,7,200,72
Jason,Rogers,OF,4.56687738238,rogerja02,0.3668639053254438,0.4407894736842105,22,4,16,0,86,152,45,6,2,0,15,34,0,2,0,0,2,27,1,255,73
Miguel,Rojas,SS,1.73528611516,rojasmi02,0.32903225806451614,0.36619718309859156,13,1,17,0,60,142,40,7,1,1,11,16,1,0,2,2,4,26,1,150,72
Jimmy,Rollins,SS,14.7920576265,rolliji01,0.2846975088967972,0.3578336557059961,71,13,41,12,144,517,116,24,3,8,44,86,0,0,1,1,12,37,15,175,67
Jamie,Romak,OF,0.162287576573,romakja01,0.375,0.4666666666666667,2,0,1,0,12,15,5,2,0,0,1,6,0,0,0,0,0,30,1,226,75
Sergio,Romo,P,0.0,romose01,0.0,0.0,0,0,0,0,70,2,0,0,0,0,0,1,0,0,0,0,0,32,7,185,71
Wilin,Rosario,1B,5.98104266127,rosarwi01,0.2946058091286307,0.4155844155844156,22,6,29,2,87,231,62,14,1,1,8,56,2,1,1,1,8,26,4,220,71
Trevor,Rosenthal,P,0.0,rosentr01,0.0,0.0,0,0,0,0,68,1,0,0,0,0,0,1,0,0,0,0,0,25,3,220,74
David,Ross,C,1.18263134556,rossda01,0.26666666666666666,0.25157232704402516,6,1,9,1,72,159,28,9,0,0,20,61,7,0,2,1,1,38,13,230,74
Joe,Ross,P,0.158783329027,rossjo01,0.14285714285714285,0.1111111111111111,2,0,0,0,17,27,3,0,0,0,0,11,0,1,2,0,1,22,0,205,76
Tyson,Ross,P,1.18359424066,rossty01,0.2833333333333333,0.35714285714285715,6,1,6,0,34,56,14,1,1,0,2,19,0,1,8,1,1,28,5,230,77
Darin,Ruf,OF,10.8548627714,rufda01,0.2996632996632997,0.4141791044776119,30,12,39,1,106,268,63,12,0,0,21,69,0,5,0,3,7,29,3,250,75
Justin,Ruggiano,OF,3.78050935471,ruggiju01,0.35,0.6181818181818182,12,4,12,2,21,55,16,4,1,0,3,14,0,2,0,0,1,33,8,210,73
Carlos,Ruiz,C,3.22967647822,ruizca01,0.2902208201892745,0.2852112676056338,23,2,22,1,86,284,60,13,1,1,28,43,2,4,3,1,13,36,9,205,70
Cameron,Rupp,C,8.26001194155,ruppca01,0.3010033444816054,0.37407407407407406,24,9,28,0,81,270,63,9,1,1,24,71,5,3,0,2,8,27,2,260,74
Chris,Rusin,P,1.1040420666,rusinch01,0.21739130434782608,0.2826086956521739,5,1,4,0,27,46,10,0,0,0,0,7,0,0,4,0,0,29,3,195,74
Addison,Russell,SS,13.9256598446,russead02,0.3065134099616858,0.3894736842105263,60,13,54,4,142,475,115,29,1,3,42,149,2,3,1,2,8,21,0,200,72
James,Russell,P,0.0,russeja02,0.0,0.0,0,0,0,0,49,1,0,0,0,0,0,1,0,0,0,0,0,29,5,205,76
Casey,Sadler,P,0.0,sadleca02,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,25,1,225,76
Jarrod,Saltalamacchia,1B,0.945732564642,saltaja01,0.18181818181818182,0.20689655172413793,3,1,1,0,9,29,2,1,0,0,4,12,0,0,0,0,2,30,8,235,76
Jarrod,Saltalamacchia,1B,7.47490235453,saltaja01,0.3316062176165803,0.47368421052631576,23,8,23,0,70,171,43,14,0,0,19,57,0,2,1,1,3,30,8,235,76
Keyvius,Sampson,P,0.0787919395922,sampske01,0.0,0.0,1,0,0,0,13,16,0,0,0,0,0,11,0,0,1,0,1,24,0,225,74
Hector,Sanchez,C,1.10421277391,sanchhe01,0.20689655172413793,0.30357142857142855,5,1,5,0,28,56,10,4,0,0,2,14,0,0,1,0,1,26,4,235,72
Tony,Sanchez,C,0.161576062553,sanchto01,0.4444444444444444,0.375,2,0,0,0,3,8,3,0,0,0,1,3,0,0,0,0,0,27,2,220,71
Domingo,Santana,OF,5.35083415299,santado01,0.3448275862068966,0.4214876033057851,14,6,18,2,38,121,28,5,0,0,18,46,0,4,0,2,1,23,1,225,77
Luis,Sardinas,SS,0.6326162322,sardilu01,0.2403846153846154,0.21649484536082475,8,0,4,0,36,97,19,0,1,0,6,25,1,0,1,1,3,22,1,150,73
Logan,Schafer,OF,2.04992340798,schaflo01,0.29927007299270075,0.3114754098360656,17,1,6,1,69,122,27,6,1,0,12,29,0,2,6,1,3,29,4,190,73
Scott,Schebler,OF,2.5994221191,schebsc01,0.325,0.5,6,3,4,2,19,36,9,0,0,1,3,13,1,1,0,0,0,25,0,225,72
Max,Scherzer,P,0.317455033022,scherma01,0.23943661971830985,0.21739130434782608,4,0,0,0,34,69,15,0,0,0,2,23,0,0,6,0,0,31,7,215,75
Skip,Schumaker,OF,2.52290351225,schumsk01,0.30597014925373134,0.3360655737704918,23,1,21,2,131,244,59,20,0,2,23,51,2,0,0,1,7,35,10,190,70
Kyle,Schwarber,OF,15.4180088338,schwaky01,0.3553113553113553,0.4870689655172414,52,16,43,3,69,232,57,6,1,3,36,77,1,4,0,1,4,22,0,235,72
Xavier,Scruggs,1B,0.397124542043,scrugxa01,0.27906976744186046,0.30952380952380953,5,0,7,1,17,42,11,2,0,0,0,10,0,1,0,0,2,28,1,220,73
Corey,Seager,SS,4.1740739023,seageco01,0.4247787610619469,0.5612244897959183,17,4,17,2,27,98,33,8,1,0,14,19,1,1,0,0,2,21,0,215,76
Jean,Segura,SS,8.73802991582,segurje01,0.28055077452667815,0.3357142857142857,57,6,50,25,142,560,144,16,5,6,13,93,2,6,3,2,14,25,3,205,70
Pedro,Severino,C,0.0836063033363,severpe01,0.25,0.5,1,0,0,0,2,4,1,1,0,0,0,1,0,0,0,0,0,22,0,200,74
James,Shields,P,0.553196234641,shielja02,0.14492753623188406,0.16176470588235295,7,0,2,0,36,68,9,2,0,0,1,28,0,0,5,0,0,34,9,215,75
Andrelton,Simmons,SS,7.55999284282,simmoan01,0.32130584192439865,0.3383177570093458,60,4,44,5,147,535,142,23,2,3,39,48,6,6,1,2,19,26,3,195,74
Grady,Sizemore,OF,0.3182256386,sizemgr01,0.28846153846153844,0.29591836734693877,4,0,6,0,39,98,24,5,0,0,6,23,0,0,0,0,2,33,11,205,74
Josh,Smith,P,0.0830713740314,smithjo07,0.2222222222222222,0.4444444444444444,1,0,0,0,10,9,2,0,1,0,0,4,0,0,1,0,0,28,0,220,74
Travis,Snider,OF,0.790209376894,snidetr01,0.27586206896551724,0.4230769230769231,1,1,8,0,18,26,5,3,0,0,3,10,1,0,0,0,0,27,7,235,72
Miguel,Socolovich,P,0.0,socolmi01,0.0,0.0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,29,3,195,73
Donovan,Solano,SS,0.475243126439,solando01,0.21505376344086022,0.24444444444444444,6,0,7,0,55,90,17,3,1,0,1,18,0,2,1,0,4,28,3,205,69
Jhonatan,Solano,C,0.0798219641616,solanjh01,0.09523809523809523,0.1,1,0,2,0,7,20,1,1,0,0,1,1,0,0,0,0,0,30,3,212,69
Yangervis,Solarte,3B,14.8696439391,solarya01,0.31985940246045697,0.42775665399239543,63,14,63,1,152,526,142,33,4,0,34,56,0,6,2,3,15,28,1,195,71
Jorge,Soler,OF,10.1493944957,solerjo01,0.32425742574257427,0.3989071038251366,39,10,47,3,101,366,96,18,1,1,32,121,5,3,0,3,9,23,1,215,76
Sammy,Solis,P,0.00518546591083,solissa01,0.5,0.5,0,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,27,0,230,77
Denard,Span,OF,6.53470592366,spande01,0.36496350364963503,0.43089430894308944,38,5,22,11,61,246,74,17,0,0,25,26,0,1,1,2,5,31,7,210,72
Cory,Spangenberg,OF,5.82713030049,spangco01,0.3333333333333333,0.39933993399339934,38,4,21,9,108,303,82,17,5,4,28,75,1,2,8,3,4,24,1,195,72
Cody,Stanley,C,0.162620904228,stanlco01,0.4,0.5,2,0,3,0,9,10,4,1,0,0,0,3,0,0,0,0,0,27,0,190,70
Giancarlo,Stanton,OF,22.8048205959,stantmi03,0.34591194968553457,0.6057347670250897,47,27,67,4,74,279,74,12,1,2,34,95,6,2,0,3,5,26,5,240,78
Chris,Stewart,C,0.712619828892,stewach01,0.31952662721893493,0.33962264150943394,9,0,15,0,58,159,46,8,0,0,6,29,0,2,3,2,3,33,9,210,76
Stephen,Strasburg,P,0.0802209904714,strasst01,0.175,0.13157894736842105,1,0,0,0,23,38,5,0,0,0,2,17,0,0,6,0,0,27,5,230,76
Hunter,Strickland,P,0.0,strichu01,0.0,0.0,0,0,0,0,55,1,0,0,0,0,0,1,0,0,0,0,0,27,1,220,76
Drew,Stubbs,OF,4.64358598511,stubbdr01,0.2857142857142857,0.43137254901960786,14,5,10,2,51,102,22,3,2,1,9,50,1,1,2,0,1,31,6,205,76
Eric,Stults,P,0.000797763986282,stulter01,0.07692307692307693,0.07692307692307693,0,0,0,0,9,13,1,0,0,0,0,7,0,0,3,0,0,36,9,220,74
Eugenio,Suarez,SS,12.5079215397,suareeu01,0.3147208121827411,0.44623655913978494,42,13,48,4,97,372,104,19,2,1,17,94,0,3,4,2,7,24,1,180,71
Andrew,Susac,C,3.22854723434,susacan01,0.2972972972972973,0.3684210526315789,14,3,14,0,52,133,29,7,2,0,14,43,0,1,0,0,2,25,1,215,73
Ichiro,Suzuki,OF,4.25578218607,suzukic01,0.2817551963048499,0.27889447236180903,45,1,21,11,153,398,91,5,6,5,31,51,1,0,5,4,8,42,14,170,71
Darnell,Sweeney,OF,2.83443278018,sweenda02,0.2857142857142857,0.35294117647058826,9,3,11,0,37,85,15,4,1,2,13,27,0,0,0,0,1,24,0,195,73
Nick,Swisher,OF,3.46285899566,swishni01,0.348993288590604,0.3389830508474576,8,4,17,0,46,118,23,5,0,0,27,30,0,2,0,2,7,35,11,195,72
Noah,Syndergaard,P,0.867856130452,syndeno01,0.22727272727272727,0.3023255813953488,2,1,4,0,24,43,9,1,0,0,1,26,0,0,6,0,0,23,0,240,78
Matt,Szczur,OF,1.10458351436,szczuma01,0.27848101265822783,0.3333333333333333,5,1,8,2,47,72,16,5,0,0,6,15,0,0,1,1,1,26,1,200,72
Jose,Tabata,OF,0.160663165034,tabatjo01,0.34146341463414637,0.2894736842105263,2,0,4,0,27,38,11,0,0,1,2,7,0,1,0,0,3,27,5,210,71
